codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
805200,Fun Home Appliances Teal #148,26  ,139,63.99
806700,Modern Earrings Silver #458,60  ,22.65,7.75
815500,Stylish Earrings Gold #95,60  ,150.55,61.6
825300,Useful Movies Cyan #89,COLH,447.5,225
828500,Modern Earrings Blue #690,60  ,4.05,1.67
828501,Comfortable Earrings Silver #287,60  ,17.25,7.14
856600,Powerful Jewelry Yellow #504,69  ,29,15.52
889300,Eco-Friendly Bathroom Fixtures Blue #708,0   ,498,268.68
915300,Sustainable Furniture Orange #762,63  ,1919,965.3
933700,Elegant Hardware Green #105,36  ,36.9,9.72
933800,Elegant Hardware Brown #240,36  ,36.9,9.72
933900,Stylish Hardware Pink #243,36  ,36.9,9.72
934000,Elegant Hardware Navy #641,36  ,36.9,9.72
946800,Versatile Bracelets Black #209,27  ,442.2,190.45
953800,Versatile Laundry Appliances Magenta #591,31  ,189,95
966900,Powerful Home Appliances Cyan #236,26  ,306,140.69
971000,Sophisticated Earrings Blue #342,60  ,34.15,12.37
981400,Useful Bracelets Maroon #783,27  ,396.3,177.78
985300,Durable Bracelets Purple #936,27  ,396.3,177.78
985400,Long-Lasting Bracelets White #190,27  ,396.3,177.78
985700,Eco-Friendly Bracelets White #896,27  ,442.2,198.37
985800,Long-Lasting Bracelets Olive #476,27  ,442.2,198.38
986800,Eco-Friendly Pet Supplies Black #59,MCAT,138.1,55.73
994900,Durable Streaming Services Maroon #853,MCT ,179,79.99
995000,Useful Streaming Services Purple #129,MCT ,179,79.99
995300,Eco-Friendly Streaming Services Orange #941,MCT ,179,79.99
995500,Fun Streaming Services Teal #899,MCT ,179,79.99
995700,Elegant Streaming Services Red #408,MCT ,179,79.99
995800,Practical Streaming Services Brown #546,MCT ,179,79.99
996000,Practical Streaming Services Red #476,MCT ,179,79.99
996100,Sophisticated Streaming Services Brown #761,MCT ,179,79.99
996700,Comfortable Streaming Services Yellow #539,MCT ,110,49.23
996800,Beautiful Streaming Services Olive #432,MCT ,110,49.23
997100,Eco-Friendly Streaming Services Orange #437,MCT ,110,49.23
997102,Modern Streaming Services Olive #727,MCT ,110,49.23
997103,Versatile Streaming Services Maroon #879,MCT ,110,49.23
997500,Modern Streaming Services Red #508,MCT ,110,49.23
1002700,Versatile Grocery Items Blue #948,CBP ,129.9,62.22
1002701,Eco-Friendly Grocery Items Lime #235,CBP ,69.9,34.19
1003400,Stylish Audiobooks Pink #716,52  ,89.6,44
1003500,Elegant Bathroom Fixtures Silver #410,0   ,497,268.63
1003600,Fun Bathroom Fixtures Maroon #914,0   ,497,268.63
1003700,Versatile Hand Tools Teal #853,FXA ,217,113.99
1003900,Innovative Hand Tools Lime #521,FXA ,275,144.73
1004000,Comfortable Hand Tools Magenta #787,FXA ,308,161.82
1011000,Elegant Earrings Gray #442,60  ,2.1,1.07
1014000,Practical Earrings Orange #868,60  ,3.1,1.11
1020200,Practical Jewelry Lime #118,69  ,0.45,0.23
1021600,Durable Hand Tools Teal #902,FXA ,182,95.43
1032300,Practical Mens Watches Brown #603,74  ,38,15.77
1036300,Delicious Hand Tools Maroon #507,FXA ,136.5,71.75
1048700,Eco-Friendly Jewelry White #581,AL  ,167,68.46
1048800,Practical Jewelry Maroon #665,AL  ,188,77.32
1063700,Luxurious Security Pink #589,CSA ,175.9,161.12
1063800,Modern Security Gold #922,CSA ,175.9,136.4
1064000,Fun Security Maroon #457,CSA ,266,151.75
1064100,Comfortable Security Navy #290,CSA ,266,151.75
1067600,Fun Necklaces Purple #179,190 ,24.8,13.67
1069100,Versatile Necklaces Gold #11,190 ,18.2,10.42
1077600,Comfortable Bracelets Orange #850,27  ,448,200.96
1080100,Durable Bathroom Fixtures Magenta #907,0   ,498,268.68
1084000,Innovative Bracelets White #213,27  ,396.3,170.67
1085300,Modern Bracelets White #939,27  ,383,171.76
1085600,Fun Bracelets Gray #472,27  ,456,204.35
1085601,Fun Bracelets Cyan #160,27  ,289.9,175.36
1085602,High-Quality Bracelets Green #882,27  ,289.9,175.35
1085603,Powerful Bracelets Teal #639,27  ,289.9,175.36
1085700,Elegant Bracelets Brown #185,27  ,456,204.35
1085803,Modern Bracelets White #402,27  ,456,182.42
1085900,Delicious Bracelets Blue #344,27  ,456,204.35
1086302,Comfortable Bracelets Teal #676,27  ,337,150.88
1105000,Luxurious Household Goods White #630,DLR ,34,15.49
1112300,Comfortable Earrings Lime #894,60  ,20.1,7.27
1122300,Luxurious Books Magenta #731,DESA,23.5,12.96
1122400,Long-Lasting Books Orange #435,DESA,27.3,15.09
1124100,Comfortable Pet Food Magenta #472,67  ,1,0.39
1125900,Innovative Necklaces White #212,190 ,80.75,44.06
1126000,Long-Lasting Necklaces Gray #660,190 ,22.8,11.47
1126200,Powerful Necklaces Lime #88,190 ,22.8,11.47
1126201,Stylish Necklaces Pink #407,190 ,22.8,12.28
1126800,Stylish Necklaces Brown #277,190 ,95.1,39.51
1148200,Modern Marine Supplies Black #318,35  ,49.5,25.9
1148300,Long-Lasting Marine Supplies Orange #286,35  ,49.5,25.9
1148400,Comfortable Marine Supplies Red #292,35  ,49.5,25.9
1162400,Versatile Gaming Accessories Gray #662,333 ,2441,1479
1164000,Delicious Lawn and Garden Supplies Black #167,CR  ,3197,1998
1165800,Useful Books Cyan #343,DESA,27.6,15.24
1172600,Fun Ebooks Green #177,CRS ,1439,799
1178600,Stylish Lawn and Garden Supplies Lime #664,CR  ,3490,2187.46
1183000,Eco-Friendly Gaming Accessories Navy #371,333 ,2441,1479
1183200,Luxurious Watches Magenta #152,18  ,142.9,65.89
1183300,Innovative Watches Maroon #887,18  ,142.9,65.9
1192500,Innovative Lawn and Garden Supplies Gold #449,CR  ,3490,2256.53
1197300,Elegant Movies Gold #94,HBE ,36.9,19
1201500,Eco-Friendly Home Appliances Cyan #642,CC  ,90.7,39.6
1223301,Fun Jewelry Brown #630,69  ,8.75,3.63
1223302,Durable Jewelry Gold #946,69  ,8.75,3.63
1242600,Versatile Movies Gray #927,HBE ,44.2,23.67
1296500,Elegant Streaming Services Orange #720,MCT ,279.9,156.24
1296900,Useful Bracelets White #560,27  ,443,198.72
1297100,Sophisticated Bracelets Maroon #233,27  ,443,198.72
1297800,Luxurious Bracelets Red #433,27  ,339.9,202.27
1298200,High-Quality Bracelets Pink #827,27  ,334.9,239.9
1298300,Practical Bracelets Silver #354,27  ,334.9,238.32
1298400,Durable Bracelets Maroon #909,27  ,334.9,239.9
1298700,Eco-Friendly Streaming Services Olive #11,MCT ,209.9,120.43
1298900,High-Quality Streaming Services Red #97,MCT ,299.9,139.71
1299300,Long-Lasting Streaming Services Gold #451,MCT ,349.9,198.72
1299500,Practical Bracelets White #332,27  ,341,152.93
1339700,Useful Movies Olive #23,HBE ,24.2,10.28
1360100,Delicious Automotive Parts and Accessories Navy #100,CPOC,39.4,15
1365600,High-Quality Video Games Blue #43,42  ,3766.7,1872.04
1366600,Modern Necklaces Teal #383,190 ,33.9,18.54
1377700,Sustainable Hobbies Green #975,1   ,39.5,18.89
1377702,Sophisticated Hobbies Silver #982,1   ,39.5,17.99
1377705,Useful Hobbies Lime #275,1   ,39.5,26.76
1377900,High-Quality Hobbies Gold #78,1   ,39.5,20.57
1381200,Durable Streaming Services Purple #86,MCT ,299.9,92.83
1399400,Elegant Tires and Wheels Cyan #133,DAL ,12.6,5.49
1399600,Eco-Friendly Tires and Wheels Magenta #513,DAL ,12.9,5.62
1401900,Beautiful Hobbies Lime #269,1   ,39.5,18.89
1410600,Versatile Arts and Crafts Navy #362,DET ,84,43.56
1412600,Eco-Friendly Household Goods Yellow #516,DLR ,16,8.22
1412700,Useful Household Goods Blue #389,DLR ,12,6.2
1416000,Versatile Movies Silver #293,HBE ,41.4,23.67
1418001,High-Quality Bracelets Teal #532,27  ,181,76.94
1418600,Powerful Bracelets Gray #509,27  ,288.35,129.36
1418800,Sophisticated Bracelets Magenta #626,27  ,288.35,122.9
1419804,Beautiful Bracelets Gold #186,27  ,253.4,109.6
1419900,Modern Bracelets Green #800,27  ,253.4,109.53
1420000,Versatile Bracelets Navy #780,27  ,253.4,113.76
1420100,High-Quality Bracelets Cyan #300,27  ,253.4,109.95
1420300,Elegant Bracelets Gold #838,27  ,333.1,149.5
1423400,Practical Necklaces Orange #41,190 ,21,10.11
1423401,Sophisticated Necklaces Red #996,190 ,21,10.11
1423402,Sophisticated Necklaces Yellow #15,190 ,21,12.01
1423403,Sophisticated Necklaces White #364,190 ,21,10.11
1426000,Sustainable Bracelets Orange #31,27  ,456,204.35
1426100,Beautiful Bracelets Gold #271,27  ,383,158.88
1426300,Beautiful Bracelets Cyan #941,27  ,383,165.7
1426400,Luxurious Bracelets Olive #417,27  ,383,171.76
1427000,High-Quality Bracelets Yellow #606,27  ,333.1,148.93
1427500,Durable Bracelets Teal #262,27  ,258.5,113.47
1427800,Practical Bracelets Magenta #370,27  ,258.5,113.47
1428400,High-Quality Hobbies Gold #679,1   ,799.9,410.44
1430000,Versatile Hobbies Olive #612,1   ,277,140.59
1432100,Practical Bracelets Blue #498,27  ,294.9,185.04
1435000,Luxurious Movies Orange #263,HBE ,47.8,27.36
1442700,High-Quality Necklaces Pink #610,190 ,21,12.01
1453100,Elegant Household Goods Gold #620,DLR ,156,71.76
1456702,Long-Lasting Bracelets Teal #576,27  ,319,143
1456801,Comfortable Bracelets Lime #323,27  ,319,137.28
1456802,Elegant Bracelets Maroon #957,27  ,351,157.16
1460700,Comfortable Hand Tools Brown #334,FXA ,253,132.67
1462200,Stylish Health and Wellness Cyan #36,22  ,249.9,108.01
1471900,High-Quality Bracelets Purple #871,27  ,508.3,228.02
1473900,Useful Software Yellow #252,CL  ,112.6,51.92
1474400,Powerful Streaming Services Cyan #178,MCT ,248,110.88
1475801,Modern Musical Instruments Navy #39,OTMO,405,224.96
1475804,Versatile Musical Instruments Pink #461,OTMO,405,224.96
1475900,Delicious Musical Instruments Silver #836,OTMO,375,160.43
1484200,Innovative Bracelets Orange #583,27  ,360,245.52
1484500,Long-Lasting Necklaces Yellow #39,190 ,21,12.01
1490200,Durable Womens Watches Black #812,CBE ,1367,759
1500700,Versatile Bracelets Pink #662,27  ,280,125.57
1531200,Eco-Friendly Streaming Services Magenta #846,MCT ,248,110.88
1537000,Elegant Musical Accessories Maroon #463,MP  ,3999.9,2219.21
1543500,Practical Streaming Services Pink #997,MCT ,279.9,79.16
1544100,Eco-Friendly Hardware Black #104,36  ,36.9,17.03
1544101,Beautiful Hardware Gray #622,36  ,36.9,17.03
1544102,Beautiful Hardware Maroon #780,36  ,36.9,17.03
1547200,Stylish Hobbies Gold #72,1   ,249.9,162.15
1559800,Elegant Hobbies Navy #96,1   ,277,140.59
1564700,Powerful Home Appliances White #541,26  ,243,111.84
1567000,Stylish Automotive Parts and Accessories Maroon #600,CPOC,71,32.61
1567100,Fun Automotive Parts and Accessories Black #994,CPOC,75.3,34.68
1567200,Delicious Household Goods Cyan #467,DLR ,130,59.9
1567400,Beautiful Hardware Yellow #969,36  ,36.9,17.03
1573500,Sophisticated Streaming Services Green #159,MCT ,181,80.8
1578800,Versatile Bracelets Blue #453,27  ,329.9,290.16
1581400,Stylish Musical Instruments Green #57,OTMO,375,208.24
1582300,Long-Lasting Sound Equipment Teal #835,DFM ,46.6,24.13
1608500,Beautiful Automotive Parts and Accessories Pink #522,CPOC,70.6,32.52
1657700,Delicious Hardware Silver #959,36  ,36.9,17.56
1657800,Powerful Hardware White #18,36  ,36.9,17.56
1657900,Comfortable Hardware Yellow #300,36  ,36.9,17.56
1660000,Eco-Friendly Marine Supplies Teal #971,35  ,92,48.38
1669700,Comfortable Necklaces Pink #362,190 ,85.5,40.63
1684600,Sustainable Bracelets Pink #890,27  ,443,172.08
1870700,Delicious Musical Instruments Pink #134,OTMO,232.4,149.9
1870800,Fun Musical Instruments Yellow #554,OTMO,232.4,149.9
1871000,Innovative Musical Instruments Red #26,OTMO,232.4,149.9
1871100,Stylish Musical Instruments Yellow #117,OTMO,232.4,149.9
1871200,Modern Musical Instruments Silver #660,OTMO,232.4,149.9
1881500,Durable Pet Supplies Orange #18,MCAT,153,68.64
1881702,Stylish Pet Supplies Maroon #85,MCAT,153,68.64
1890100,Versatile Hand Tools Cyan #795,FXA ,283,148.93
1894400,Practical Sound Equipment Maroon #38,DFM ,48.2,25.78
1898500,Beautiful Bracelets Silver #911,27  ,318.7,165.31
1899400,Innovative Bracelets Silver #187,27  ,318.7,165.31
1899700,Modern Bracelets Magenta #743,27  ,318.7,165.31
1899900,Innovative Bracelets Magenta #90,27  ,318.7,165.31
1900100,Versatile Bracelets Silver #945,27  ,228.6,118.56
1900400,Elegant Bracelets Red #102,27  ,228.6,118.56
1900600,Elegant Bracelets Magenta #849,27  ,228.6,118.56
1900900,Durable Bracelets Green #280,27  ,228.6,118.56
1907000,Comfortable Automotive Repair Cyan #346,BB  ,197,123
1917200,Powerful Rings Green #808,OJP ,299.9,175.68
1920100,Comfortable Lawn and Garden Supplies Teal #162,CR  ,2240,1399.9
1920200,Practical Ebooks Orange #637,CRS ,636,409.9
1926200,Fun Personal Care Orange #191,19  ,238.9,111.36
1926500,Versatile Automotive Parts and Accessories Yellow #734,CPOC,79.6,33.16
1929900,Luxurious Sound Equipment Magenta #947,DFM ,18.55,9.93
1930201,Modern Sound Equipment Gray #523,DFM ,2.45,1.56
1930203,Elegant Sound Equipment Navy #934,DFM ,3.05,1.63
1930300,Practical Sound Equipment Navy #545,DFM ,20.3,10.88
1931000,Durable Sound Equipment Maroon #83,DFM ,5.2,2.78
1968800,Sophisticated Hobbies White #224,1   ,499.9,289.79
1977200,Modern Watches Teal #659,18  ,53.5,24.19
1981500,Powerful Plants and Flowers Purple #755,DSF ,24.5,10.7
1981902,Versatile Bracelets Silver #465,27  ,299.9,112.98
1982100,High-Quality Bracelets White #926,27  ,299.9,172.08
2001400,Delicious Creativity Brown #359,75  ,560,309.71
2013700,Delicious Movies Pink #204,HBE ,99.9,55
2021100,Practical Entertainment Pink #298,33  ,217,139.9
2026100,Innovative Kitchen Appliances Navy #579,DLN ,33.9,17.19
2026104,Luxurious Kitchen Appliances Black #139,DLN ,35.9,15.05
2026700,Fun Gaming Accessories Brown #732,333 ,2784,1686.97
2027800,Comfortable Home Appliances Maroon #40,26  ,144,65.98
2030900,Eco-Friendly Cleaning Supplies Red #827,MSH ,299,180.34
2032300,Sustainable Beverages Cyan #720,ELE ,168,73.13
2032500,Sustainable Beverages Red #882,ELE ,230,100.19
2032600,Fun Beverages Silver #670,ELE ,63,24.86
2036400,Sustainable Sound Equipment Brown #324,DFM ,61.4,32.83
2071900,Useful Earrings Gray #772,60  ,67,34.9
2092800,Fun Necklaces White #992,190 ,69.9,45.56
2092801,Powerful Necklaces Silver #367,190 ,149.8,87.9
2092900,Versatile Necklaces Blue #932,190 ,9.25,5.72
2093000,Beautiful Necklaces Cyan #622,190 ,9.25,5.72
2105400,Eco-Friendly Watches Teal #277,18  ,53.5,22.93
2105501,Powerful Watches Maroon #309,18  ,53.5,22.92
2105600,Long-Lasting Watches Gray #75,18  ,53.5,22.93
2109500,Sophisticated Rings Purple #194,OJP ,329.9,237.31
2112202,Delicious Gaming Accessories Gold #574,333 ,2784,1606.63
2140000,High-Quality Lighting Black #520,SCM ,276.7,127.59
2140100,Versatile Lighting Silver #76,SCM ,276.7,127.59
2140210,Fun Lighting Lime #4,SCM ,276.7,139.19
2140600,Fun Lighting Navy #627,SCM ,276.7,127.59
2140800,Powerful Lighting Green #706,SCM ,276.7,127.59
2143300,Innovative Collectibles Navy #324,SCF ,188.3,86.83
2143500,Delicious Lighting Black #148,SCM ,188.4,86.83
2143800,Beautiful Lighting Black #283,SCM ,188.4,86.83
2170200,Fun Bracelets Pink #770,27  ,379.9,162.49
2171500,Sophisticated Watches Olive #995,43  ,10151,6548.78
2174400,Useful Automotive Parts and Accessories Orange #35,CPOC,70.9,32.68
2178000,Beautiful Creativity Cyan #122,75  ,580,320.57
2179800,Powerful Cleaning Supplies Pink #887,MSH ,599.9,455.12
2190400,Practical Movies Pink #710,COLH,504.5,253.55
2190500,Long-Lasting Movies Teal #298,COLH,628.5,301.65
2196601,Comfortable Rings Green #28,OJP ,285,95.89
2205200,Beautiful Rings Navy #454,OJP ,239.9,165.29
2213400,Powerful Earrings Teal #256,60  ,18.6,7.72
2220400,Useful Bathroom Fixtures Orange #102,0   ,259.5,139.4
2220500,Innovative Bathroom Fixtures Green #846,0   ,259.5,139.4
2220600,Comfortable Bathroom Fixtures Orange #902,0   ,259.5,139.4
2228100,Fun Automotive Parts and Accessories Gold #528,CPOC,69,31.49
2234500,Luxurious Automotive Repair Blue #978,BB  ,167,76.56
2236900,Sustainable Hobbies Orange #674,1   ,949.9,457.39
2237400,Delicious Marine Supplies Teal #287,35  ,155,81.45
2242500,Beautiful Bathroom Fixtures Teal #754,0   ,256,128.25
2242600,Powerful Bathroom Fixtures Brown #822,0   ,256,137.37
2242700,Stylish Bathroom Fixtures Green #926,0   ,256,128.25
2251300,Delicious Hobbies Silver #808,1   ,899.9,514.57
2272117,Elegant Flooring Silver #181,CSF ,209.9,117.34
2272136,Innovative Flooring Lime #17,CSF ,279.9,117.34
2276800,Sophisticated Pet Food Gold #248,67  ,0.31,0.12
2278000,Durable Pet Food Maroon #328,67  ,0.35,0.14
2280300,Practical Pet Food Maroon #140,67  ,0.49,0.19
2281100,Innovative Earrings Olive #503,60  ,22.8,9.96
2281300,Sophisticated Gaming Accessories Pink #18,333 ,2441,1479
2281500,Luxurious Cleaning Supplies Magenta #877,MSH ,589.9,349.04
2283500,Comfortable Pet Food Gold #291,67  ,0.7,0.28
2302900,Sophisticated Pet Food Lime #779,67  ,0.42,0.17
2303800,Delicious Pet Food Lime #124,67  ,0.93,0.36
2304400,High-Quality Pet Food Brown #585,67  ,0.47,0.19
2305300,Eco-Friendly Pet Food Olive #575,67  ,0.26,0.11
2305600,Sophisticated Pet Food Brown #61,67  ,1.32,0.51
2306000,Delicious Pet Food Black #315,67  ,0.78,0.3
2306500,Luxurious Pet Food Purple #716,67  ,0.7,0.28
2307300,Delicious Pet Food White #565,67  ,0.24,0.1
2307400,Sustainable Pet Food Black #549,67  ,0.47,0.14
2307700,Long-Lasting Pet Food Gold #373,67  ,0.24,0.1
2308100,Durable Pet Food Cyan #396,67  ,0.52,0.2
2308600,Stylish Pet Food Green #562,67  ,0.29,0.12
2309200,Elegant Pet Food Black #553,67  ,2.87,1.12
2309900,Modern Pet Food Silver #808,67  ,2.87,1.11
2310100,Innovative Pet Food Magenta #318,67  ,4.55,1.75
2310200,Luxurious Pet Food Silver #591,67  ,2.56,0.99
2312100,Elegant Pet Food White #37,67  ,4.57,1.77
2317700,Beautiful Kitchen Appliances Magenta #877,DLN ,38.7,14.26
2317901,Versatile Kitchen Appliances Red #169,DLN ,38.7,14.26
2318300,Eco-Friendly Automotive Parts and Accessories White #670,CPOC,49,22.57
2318301,Useful Automotive Parts and Accessories Gold #84,CPOC,91,41.55
2318500,Delicious Automotive Parts and Accessories Silver #569,CPOC,89.9,44.85
2320703,Powerful Musical Instruments Maroon #622,CS  ,192.9,117.34
2320705,Fun Musical Instruments Navy #20,CS  ,192.9,104.76
2320706,Fun Musical Instruments Gray #729,CS  ,192.9,104.76
2320707,Comfortable Musical Instruments Cyan #832,CS  ,192.9,104.76
2320708,Versatile Musical Instruments Purple #981,CS  ,192.9,104.76
2320716,Fun Musical Instruments Magenta #594,CS  ,250,104.76
2343800,High-Quality Hobbies Lime #321,1   ,454.85,235.93
2344000,Eco-Friendly Hobbies Green #744,1   ,249.9,160.23
2346800,Powerful Personal Care Silver #76,19  ,2799,1463.25
2358600,Sophisticated Kitchen Appliances Teal #381,DLN ,29.9,12.58
2359401,Elegant Collectibles Gold #812,SCF ,188.3,86.83
2359402,Innovative Collectibles Silver #609,SCF ,188.3,86.83
2359404,Innovative Collectibles Magenta #130,SCF ,188.3,86.83
2359411,Powerful Collectibles Red #646,SCF ,188.3,86.83
2359412,High-Quality Collectibles Orange #243,SCF ,188.3,86.83
2359414,Modern Collectibles Silver #456,SCF ,188.3,86.83
2359436,Stylish Collectibles White #425,SCF ,188.3,86.83
2359438,Sustainable Collectibles Lime #670,SCF ,188.3,86.83
2359444,Stylish Collectibles Olive #35,SCF ,188.3,86.83
2359446,High-Quality Collectibles Teal #302,SCF ,188.3,86.83
2359448,Stylish Collectibles Black #51,SCF ,188.3,86.83
2359451,Sophisticated Collectibles Silver #650,SCF ,188.3,86.83
2359454,Sophisticated Collectibles Maroon #538,SCF ,188.3,86.83
2366403,Delicious Rings Brown #952,OJP ,329.9,284.8
2366404,Sustainable Rings Gold #278,OJP ,329.9,284.8
2366409,Sustainable Rings Black #16,OJP ,329.9,0
2368600,Innovative Streaming Services Lime #869,MCT ,179,79.99
2368700,Fun Streaming Services Cyan #433,MCT ,179,79.99
2370501,Luxurious Kitchen Appliances Brown #67,DLN ,29.9,12.58
2374500,Elegant Personal Care White #834,19  ,277,129.1
2377700,Modern Streaming Services Lime #660,MCT ,179,79.99
2377900,Fun Streaming Services Purple #682,MCT ,124,55.38
2379300,Practical Bracelets Lime #920,27  ,364,162.91
2379800,Comfortable Bracelets Blue #258,27  ,442.2,198.38
2380100,Long-Lasting Bracelets Orange #781,27  ,413.8,185.61
2385400,Versatile Kitchen Appliances Gold #171,DLN ,39.9,17.59
2388300,Beautiful Food Gold #509,ROHO,543,319.05
2388301,Sophisticated Food White #618,ROHO,543,310.81
2389600,Modern Electronics Maroon #7,0333,7290,5401.42
2389702,Luxurious Electronics Orange #519,0333,13890,7921.77
2390000,Versatile Streaming Services Gold #153,MCT ,138,61.54
2392200,Sustainable Bracelets Magenta #166,27  ,269,148.75
2392300,Useful Bracelets Maroon #663,27  ,269,142.8
2392400,Sophisticated Bracelets White #893,27  ,269,148.75
2398000,Practical Kitchen Appliances Maroon #358,DLN ,35.9,14.7
2432618,Powerful Home Decor Pink #778,CSFC,329.9,138.29
2432907,Innovative Clothing White #363,CSMC,299.9,146.67
2432908,Versatile Clothing Green #177,CSMC,299.9,146.67
2432910,Sustainable Clothing Gray #816,CSMC,299.9,146.67
2432911,Durable Clothing Cyan #14,CSMC,299.9,146.67
2432912,Fun Clothing Green #523,CSMC,299.9,146.67
2432913,Powerful Clothing Magenta #13,CSMC,299.9,146.67
2432914,Delicious Clothing Green #237,CSMC,349.9,146.67
2432915,Durable Clothing Brown #82,CSMC,349.9,146.67
2432916,Modern Clothing Silver #305,CSMC,349.9,146.67
2432917,High-Quality Clothing Purple #76,CSMC,349.9,146.67
2432920,Eco-Friendly Clothing Yellow #918,CSMC,349.9,146.67
2433908,Long-Lasting Lighting Navy #545,SCM ,188.4,86.83
2434125,Innovative Lighting Silver #737,SCM ,283,130.46
2434126,Sophisticated Lighting Navy #791,SCM ,283,130.46
2434127,Comfortable Lighting Green #312,SCM ,283,130.46
2434332,Durable Collectibles Magenta #714,SCF ,378.6,156.64
2436100,Useful Productivity Pink #20,ALD ,1719.8,951.61
2443900,Long-Lasting Lighting Green #687,SCM ,188.4,86.83
2447000,Practical Automotive Repair Teal #308,BB  ,251,115.37
2454901,Durable Kitchen Appliances Cyan #76,DLN ,35.9,12.5
2457600,Luxurious Bracelets Gray #423,27  ,439.5,197.14
2457900,Modern Bracelets Lime #234,27  ,439.5,197.15
2458100,Practical Bracelets Green #612,27  ,383,158.89
2458900,Sophisticated Bracelets Yellow #760,27  ,383,171.77
2459000,Powerful Bracelets Green #615,27  ,383,171.76
2459800,Beautiful Bracelets Cyan #603,27  ,383,171.77
2459900,Luxurious Bracelets Maroon #413,27  ,383,171.77
2470300,Modern Beverages Yellow #406,ELE ,316,137.84
2486900,High-Quality Consoles Yellow #12,CTR ,9,4.24
2488100,Beautiful Movies Lime #990,HBE ,41.4,23.66
2488400,High-Quality Hobbies Cyan #88,1   ,850,493.99
2488500,Long-Lasting Hobbies Green #956,1   ,999.9,457.39
2488800,Powerful Personal Care Orange #181,19  ,125,57.2
2490300,Sophisticated Food Magenta #506,ROHO,1081.1,595.01
2494300,Luxurious Home Appliances Gold #722,26  ,67,41.82
2494600,Versatile Automotive Parts and Accessories Gold #462,CPOC,58,24.15
2508319,Durable Flooring Maroon #191,CSF ,99.9,144
2519300,Comfortable Security Maroon #871,CSA ,266,151.74
2519301,Luxurious Security Teal #1,CSA ,266,151.75
2519302,Useful Security White #54,CSA ,266,151.75
2519500,Comfortable Security Olive #331,CSA ,148,78.74
2519501,Elegant Security Cyan #139,CSA ,148,84.25
2522602,Versatile Bracelets Teal #856,27  ,442.5,198.38
2522604,Sophisticated Bracelets Silver #620,27  ,442.5,198.38
2522607,Eco-Friendly Bracelets Black #659,27  ,452.5,203
2524800,Modern Movies Olive #413,HBE ,40.2,20.2
2524900,Sophisticated Movies Cyan #795,HBE ,18.9,10.25
2526300,Innovative Womens Watches Purple #325,CBE ,1116,620
2527500,Innovative Womens Watches Green #765,CBE ,540,300
2529400,Durable Laundry Appliances Brown #454,31  ,284,149
2532500,Long-Lasting Bracelets Lime #3,27  ,319,143
2538801,Sophisticated Watches Gold #530,18  ,135,74.73
2542900,Elegant Kitchen Appliances Blue #734,DLN ,39.9,19.35
2544500,Elegant Audiobooks Silver #59,52  ,109.2,53.58
2547800,Practical Jewelry Lime #721,AL  ,141,64.91
2555403,Practical Hand Tools Cyan #21,FXA ,196.5,103.35
2561900,Modern Kitchen Appliances Brown #345,DLN ,39.9,19.35
2563101,Sustainable Power Tools Magenta #459,MCV ,197.8,88.74
2563103,High-Quality Power Tools Gray #326,MCV ,197.8,88.74
2563106,Luxurious Power Tools Red #602,MCV ,197.8,88.74
2563108,Sustainable Power Tools Pink #628,MCV ,197.8,88.74
2563109,Comfortable Power Tools Cyan #832,MCV ,197.8,88.74
2563111,Luxurious Power Tools Teal #556,MCV ,197.8,88.74
2564000,Eco-Friendly Books Gray #568,03  ,95.1,46
2565103,Delicious Streaming Services Olive #973,MCT ,215,96.41
2571900,Fun Musical Instruments Lime #914,OTMO,257.8,133.84
2572201,Practical Musical Instruments White #419,OTMO,384.4,213.52
2576500,Useful Productivity Teal #653,ALD ,212.7,116.11
2579504,Stylish Rings Orange #13,OJP ,228,120
2579506,Versatile Rings Teal #545,OJP ,228,171.24
2580300,Long-Lasting Musical Instruments Cyan #443,OTMO,252,140
2580400,Durable Musical Instruments Yellow #839,OTMO,249.9,142.2
2580401,Sophisticated Musical Instruments Navy #707,OTMO,249.9,137.64
2580402,Comfortable Musical Instruments Magenta #131,OTMO,249.9,142.2
2583600,High-Quality Books Purple #48,03  ,155.7,74
2586300,Long-Lasting Bracelets Green #855,27  ,302,135.34
2586301,Sustainable Bracelets Cyan #775,27  ,302,135.34
2586400,Modern Bracelets Brown #829,27  ,403,180.56
2586500,Innovative Bracelets White #581,27  ,473,212.21
2586501,Elegant Bracelets Blue #822,27  ,473,193.48
2586502,Durable Bracelets Navy #951,27  ,473,212.21
2587000,Elegant Jewelry Teal #950,AL  ,232,128.53
2591900,Beautiful Earrings Gray #120,60  ,11.15,4.79
2593000,Elegant Bracelets Gold #290,27  ,209.9,125.57
2593100,Useful Bracelets Brown #890,27  ,209.9,143.28
2593304,Beautiful Streaming Services Brown #808,MCT ,96.9,56.96
2593305,High-Quality Streaming Services Navy #511,MCT ,96.9,56.96
2593500,Useful Cleaning Supplies Orange #779,MSH ,198.8,77.26
2596401,Delicious Building Materials Purple #894,OPP ,215,62.5
2597000,Powerful Software Yellow #204,OCJP,1756,975.52
2598100,Innovative Consoles Silver #846,CTR ,6.4,3
2598101,Practical Consoles Magenta #124,CTR ,27,12.78
2598102,Versatile Consoles Pink #696,CTR ,10.3,4.88
